1 1
CTCF 
chr14 612 941 58
20793898 20798087 R
20883071 20884992 R
20998207 21001930 R
21130071 21132719 R
21151109 21170521 L
21225110 21229771 R
21334386 21336448 L
21337822 21342973 L
21438404 21441596 L
21479222 21487353 R
21507315 21509543 L
21533314 21541201 R
21556541 21565491 R
21603173 21605613 L
22385944 22386957 R
22551824 22554175 R
22567470 22569850 L
22668164 22669268 R
22744822 22745452 R
22770729 22772412 R
22838950 22847569 L
22957064 22967379 R
23033148 23044537 L
23112362 23116756 R
23117368 23124582 L
23125255 23130157 R
23243258 23250559 R
23286191 23289572 L
23290541 23294829 R
23338844 23344128 R
23366817 23371957 L
23441909 23444765 R
23461977 23467110 R
23534335 23541081 R
23544999 23547268 R
23577621 23581040 L
23588074 23592697 R
23650509 23661025 L
23733498 23735635 R
23763488 23765397 L
23796235 23798967 R
23846894 23851541 L
23937733 23940547 L
24007601 24011481 L
24056933 24060681 R
24099629 24104060 R
24133973 24136499 R
24195891 24198665 R
24378150 24381395 L
24397401 24401968 L
24422437 24424407 L
24481784 24484536 R
24505127 24506591 L
24525867 24528463 R
24556153 24564098 L
24576709 24579613 L
24629339 24630588 L
24684448 24686748 R
24776160 24781183 L
24833685 24836786 R
24880867 24883209 L
24950163 24951842 R
25070910 25078556 L
25145789 25151439 L
25159200 25160132 R
25178331 25182945 R
25203489 25205710 R
25273618 25277800 R
25501672 25502109 L
25599277 25603636 L
25619389 25621305 L
29222105 29224902 R
29242877 29244253 R
29485456 29485988 R
29691089 29692885 L
30014742 30019244 R
30473802 30475118 L
30683535 30684709 L
30739219 30740728 L
30843856 30845627 R
30912285 30913868 L
30989972 30991904 L
31124498 31127348 R
31373328 31377139 L
31448439 31452661 R
31550330 31553256 L
31823888 31826110 L
31978770 31981915 R
32392234 32397112 R
32541242 32546620 L
32713538 32714527 L
32937908 32940037 L
33027847 33030289 L
33044499 33046618 R
33057040 33059890 R
33179681 33181472 R
33944284 33945679 R
34260483 34264054 L
34307003 34312163 R
34316579 34320825 R
34565984 34571626 L
34694101 34698849 L
34769873 34770886 L
34791583 34794370 L
34799650 34801761 R
34967140 34969080 L
35138733 35143775 R
35190104 35193594 L
35607045 35614158 R
35683746 35685754 R
35696377 35701390 R
35879425 35884385 L
35888768 35893204 L
36155560 36158360 L
36287619 36287881 L
36347748 36350663 R
36351927 36354215 R
36432240 36433763 R
36496552 36498250 L
36841909 36845998 L
37025949 37027458 L
37714600 37719684 R
38342952 38344687 L
38454994 38456153 R
39189177 39193198 R
39335106 39338901 L
39482949 39486378 L
39575389 39580198 R
39699857 39703017 R
39835117 39838630 L
39895040 39896727 L
45272077 45273274 L
45314805 45316601 L
45382017 45384442 R
45603193 45604633 L
45671012 45671355 L
45722279 45723393 L
45736238 45738886 L
45895478 45897210 R
45994894 45998752 L
46517109 46518199 R
46718419 46720271 R
46811476 46814366 L
46959320 46960079 R
47048998 47051163 R
47746493 47748343 L
48008160 48008643 L
48385941 48387879 R
48867268 48868473 L
49925727 49932466 R
49962748 49967178 L
50098748 50102488 R
50295708 50297766 L
50318750 50321442 R
50327887 50330345 R
50330945 50332699 R
50344382 50347332 R
50569257 50575300 L
50727380 50728180 L
50786405 50789648 R
50807329 50811194 R
50997856 51000821 L
51008843 51011007 R
51065844 51068194 R
51083774 51087805 R
51180442 51182753 L
51325856 51328570 L
51421215 51422451 R
51622799 51625972 R
51683841 51687087 L
51749475 51751661 R
51836006 51839082 R
52020967 52023160 R
52117454 52120255 L
52443968 52448171 L
52462374 52464391 R
52597572 52598881 L
52738308 52740539 L
52763547 52768796 R
52937419 52941792 L
53289265 53292736 R
53389952 53391443 R
53424549 53430700 L
53520078 53524038 L
53647107 53648402 L
53761592 53763952 R
53770628 53774401 L
53898694 53901070 R
54004525 54007542 R
54396193 54397273 R
54638885 54644468 L
54795061 54796493 L
54813980 54816173 L
54832979 54834509 R
54886691 54887545 L
55029635 55037119 R
55038199 55040035 R
55107795 55112365 L
55156383 55159505 L
55188346 55191158 L
55248549 55250528 R
55271182 55276066 L
55359730 55360827 L
55517460 55519772 R
55555431 55559279 R
55625478 55629101 L
55679040 55681212 R
55710177 55714507 R
55735708 55739316 R
55763178 55765082 L
55818442 55824545 L
55896477 55900819 L
55904092 55906313 R
55912069 55914254 R
56173988 56174636 R
56198023 56199362 R
56805664 56807728 L
56888707 56889854 L
56939911 56942448 L
57126022 57127994 R
57340832 57342372 L
57532006 57535466 L
57649251 57650368 L
57781704 57784968 L
57952280 57954562 R
58000002 58000456 R
58158902 58160820 R
58337498 58338950 L
58538110 58540116 R
58573744 58575939 R
58632011 58634212 L
58967492 58969090 R
59105590 59107645 R
59485644 59489480 L
59494254 59497878 R
59519725 59524312 L
59906708 59912811 L
59972665 59974929 R
60041950 60045696 L
60097125 60100528 R
60155032 60156717 L
60362790 60365140 L
60430839 60432874 R
60530211 60533668 R
60629924 60634069 L
60649278 60653009 L
60653792 60658045 R
60660948 60664860 R
60797302 60799895 R
60813384 60820327 R
61088720 61095622 R
61487926 61493937 L
61654602 61656055 L
61717025 61721557 L
61734346 61738385 R
61752250 61754634 L
61762031 61765205 R
61922412 61925328 R
61926420 61931116 R
61941123 61943810 R
62301774 62307285 L
62360977 62365297 R
62389371 62393672 R
62590627 62595435 L
63640764 63643561 R
63742223 63744763 L
63775192 63776033 L
63854568 63856342 R
64010023 64012507 L
64098336 64102352 R
64107021 64108698 R
64193536 64196389 R
64236252 64238232 L
64603154 64605815 R
64625805 64628190 R
64759551 64762558 L
64769376 64771617 L
64809970 64813089 R
64896002 64899840 R
64977116 64979061 L
65006760 65008373 R
65100917 65104878 L
65135122 65140474 R
65266442 65269540 R
65287378 65296769 R
65354938 65359875 L
65450050 65451441 L
65452820 65454621 R
65630054 65632850 R
65688491 65690493 R
65752741 65754820 R
66289630 66292770 L
66536235 66538768 L
66825299 66828255 R
66961412 66963997 R
67090549 67091772 R
67212165 67214052 L
67604198 67605403 L
67632051 67634554 R
67886293 67887650 R
67891697 67896546 R
67992562 67994935 R
68034615 68040544 L
68047675 68055055 R
68083095 68087420 R
68128881 68137149 L
68302894 68304742 R
68410322 68411934 R
68714371 68716093 R
68874501 68876792 L
69254468 69257760 L
69279714 69284562 L
69290771 69292533 L
69308625 69311941 L
69328935 69330934 R
69377207 69381764 R
69555651 69557897 L
69572022 69575302 L
69594645 69597414 R
69707610 69712794 R
69725868 69729613 R
69925272 69929794 L
70040276 70042730 L
70048967 70055510 R
70065297 70073585 R
70174512 70176887 L
70283370 70288123 R
70341723 70346664 R
70490468 70497814 L
70552177 70556418 R
70723932 70724726 L
70782828 70785405 L
71034168 71035142 L
71086366 71092757 R
71127723 71128595 R
71177120 71182644 L
71281303 71289711 R
71372410 71375617 R
71418584 71425990 L
71435695 71441560 L
71570254 71571916 R
71604160 71610171 R
71632778 71633823 R
71787753 71790307 R
71869534 71871868 L
72187842 72188541 R
72216103 72222509 L
72321184 72323603 L
72398624 72400484 R
72489691 72492983 R
72570242 72571934 R
72758597 72760052 L
72884433 72888884 L
73366731 73373930 L
73413524 73417827 L
73638816 73642891 R
73697954 73700003 R
73761574 73763465 R
73937089 73940426 L
73974307 73977869 R
74098460 74101550 L
74192277 74199082 R
74217747 74221335 R
74223008 74227157 L
74290190 74294654 L
74504693 74505605 L
74575844 74582880 R
74683432 74685751 R
74828369 74831321 R
74945609 74946806 L
74958157 74960761 L
74968218 74969543 R
75074333 75077057 R
75268412 75271817 L
75326111 75331180 R
75369529 75374750 L
75378159 75383212 R
75411361 75414442 R
75551263 75557307 L
75593257 75603269 R
75607400 75609538 R
75760716 75764591 L
75768003 75771729 L
75918323 75922337 L
75953198 75957038 L
75983258 75986785 R
76025770 76028853 L
76042111 76045630 R
76117886 76122252 L
76371398 76374976 R
76515083 76522984 R
76814539 76823860 L
76851530 76855832 L
76921441 76923839 R
76980518 76981905 R
77110050 77112754 L
77113517 77115034 L
77175680 77178447 R
77249007 77252290 L
77276160 77278303 L
77377254 77384138 R
77411708 77414173 R
77516729 77522492 L
77559095 77564511 L
77615613 77621341 L
77678426 77681147 L
77766849 77770429 R
77778234 77783289 L
77923018 77926389 R
78016387 78019502 L
78120707 78122824 R
78282319 78284843 L
78327780 78329733 R
78487687 78488987 R
78911502 78916695 R
79031687 79034154 L
79061593 79065462 L
79162651 79164176 L
79302829 79303884 L
79314432 79315773 L
79400282 79401016 R
79425623 79427280 L
80521560 80523046 R
80669181 80669901 R
80679499 80681120 R
81314814 81317811 L
81417990 81425204 R
81450213 81455868 L
81461149 81464311 R
81636539 81637866 L
81733791 81739813 R
81918359 81922635 L
82032233 82032946 R
82176072 82177143 R
82456147 82459169 R
83176132 83177272 R
83537911 83539530 L
88210854 88213580 R
88360865 88363752 L
88479276 88482285 R
88633410 88636559 L
88653566 88656851 R
88699444 88701893 L
88958389 88959946 R
89132435 89135259 R
89333986 89337335 L
89492711 89496179 R
89506101 89508959 R
89801576 89803341 R
89883364 89885783 L
90233156 90235082 L
90363961 90367635 L
90378626 90382963 L
90402605 90407645 R
90439103 90442130 R
90524814 90528734 L
90699238 90703470 L
90863141 90867736 R
90982989 90987726 L
91160617 91165438 L
91224426 91227665 L
91368773 91373051 R
91604008 91605331 R
91606080 91607617 L
91788180 91791483 R
91820292 91823073 R
91882197 91888880 L
91892462 91894534 L
92115817 92117825 R
92365574 92366459 R
92377029 92378644 L
92462642 92465555 L
92559530 92560836 R
92601342 92602864 R
92818054 92819805 L
92922811 92923726 L
93017637 93018607 R
93052738 93057061 R
93078443 93081211 R
93145888 93150418 L
93152584 93153996 R
93156357 93157037 L
93179492 93185272 R
93246742 93253129 L
93416396 93422049 R
93439299 93440315 R
93597573 93600661 L
93602168 93607482 R
93626058 93627596 L
93642306 93646367 L
93672320 93674892 R
93684844 93687731 L
93699427 93702201 R
94002904 94003993 L
94009623 94010729 L
94084914 94087381 L
94120455 94123565 R
94358284 94360846 L
94404120 94409579 R
94418902 94420066 R
94433463 94440559 L
94499906 94505766 R
94644431 94649090 L
94820985 94823546 R
94878066 94879933 L
94888847 94893031 R
94898484 94904717 R
94950016 94955528 L
95013386 95017817 L
95155279 95157256 R
95662704 95663056 L
95827589 95828511 L
95892599 95894327 R
95897515 95898976 L
95906937 95910932 R
95991832 95996777 L
96024398 96030626 R
96031974 96033651 R
96072907 96081879 R
96179367 96181052 L
96239165 96243473 L
96457057 96463602 L
96520894 96524938 R
96738280 96745551 L
96761402 96766262 R
96889845 96893365 L
97033174 97034775 R
97049453 97054588 R
97205357 97210404 L
97318079 97320105 L
99731716 99733949 L
99854125 99856919 R
99878798 99883200 L
99982194 99987441 R
100092495 100096693 L
100148375 100150818 R
100195328 100197983 R
100348895 100353778 L
100446756 100451794 R
100459895 100463486 L
100490863 100492756 L
100521831 100525535 R
100537487 100540506 R
100542249 100543637 R
100572625 100577104 L
100768329 100771888 R
100784199 100785172 L
100842557 100845413 L
100905949 100907647 R
101110473 101114393 L
101315742 101318424 R
102093352 102096478 L
102172888 102176257 R
102236319 102238542 R
102309732 102310773 R
102425751 102431228 R
102456898 102459971 L
102529222 102531423 R
102560778 102565106 L
102700477 102702790 R
102779099 102782478 L
102789049 102790413 L
102981314 102983975 L
102990353 102992261 R
103059375 103061490 R
103159197 103164920 R
103250879 103252342 R
103382365 103386003 L
103569691 103573646 R
103606418 103608534 L
103650889 103653387 L
103756853 103761343 L
103964005 103969042 R
103982832 103989329 R
104009482 104015700 L
104036398 104039425 R
104145056 104146834 L
104274236 104276720 R
104374637 104379820 L
104542914 104547084 R
104559507 104563934 R
104594150 104599028 L
105026275 105032086 L
105104397 105107880 L
105115199 105119750 R
105147372 105150082 L
105174066 105177116 L
105188951 105191608 R
105233664 105235842 R
105290047 105294089 L
105361481 105367633 R
105438034 105452896 R
105506134 105514875 L
105667169 105672219 R
105747563 105749411 L
105816674 105821315 L
105835922 105840083 R
105914349 105915869 R
105946244 105948650 R
106002228 106007878 R
106758821 106770117 L
106825897 106836240 L
106890232 106895423 R
106896116 106901246 L
106913700 106918753 R
106924752 106926167 R
106973398 106979376 L
106991515 106997125 R
107008185 107015943 L
107018486 107023197 L
107037918 107044531 L
107099108 107116222 L
0 1 20795992 20884031 9 9 0
0 4 20795992 21160815 4 4 0
1 2 20884031 21000068 4 4 0
2 4 21000068 21160815 34 34 0
3 4 21131395 21160815 118 118 0
4 6 21160815 21335417 22 22 0
4 7 21160815 21340397 74 74 0
4 8 21160815 21440000 37 37 0
5 7 21227440 21340397 8 8 0
5 8 21227440 21440000 4 4 0
6 8 21335417 21440000 5 5 0
7 8 21340397 21440000 10 10 0
8 10 21440000 21508429 6 6 0
9 10 21483287 21508429 124 124 0
9 11 21483287 21537257 11 11 0
9 12 21483287 21561016 337 337 0
9 13 21483287 21604393 8 8 0
11 12 21537257 21561016 479 479 0
11 13 21537257 21604393 15 15 0
12 13 21561016 21604393 20 20 0
14 15 22386450 22552999 4 4 0
14 16 22386450 22568660 5 5 0
15 16 22552999 22568660 47 47 0
15 20 22552999 22843259 4 4 0
17 22 22668716 23038842 4 4 0
18 20 22745137 22843259 5 5 0
19 20 22771570 22843259 16 16 0
19 22 22771570 23038842 12 12 0
20 22 22843259 23038842 17 17 0
21 22 22962221 23038842 63 63 0
22 24 23038842 23120975 231 231 0
22 27 23038842 23287881 6 6 0
22 30 23038842 23369387 51 51 0
23 24 23114559 23120975 4 4 0
25 26 23127706 23246908 4 4 0
25 29 23127706 23341486 5 5 0
25 30 23127706 23369387 10 10 0
26 27 23246908 23287881 28 28 0
26 28 23246908 23292685 14 14 0
26 29 23246908 23341486 6 6 0
26 30 23246908 23369387 19 19 0
28 30 23292685 23369387 19 19 0
29 30 23341486 23369387 95 95 0
31 32 23443337 23464543 4 4 0
31 33 23443337 23537708 18 18 0
32 33 23464543 23537708 7 7 0
33 34 23537708 23546133 4 4 0
33 35 23537708 23579330 63 63 0
33 36 23537708 23590385 18 18 0
33 37 23537708 23655767 31 31 0
33 41 23537708 23849217 12 12 0
34 35 23546133 23579330 11 11 0
34 36 23546133 23590385 12 12 0
34 37 23546133 23655767 5 5 0
34 41 23546133 23849217 4 4 0
36 37 23590385 23655767 492 492 0
36 38 23590385 23734566 12 12 0
36 39 23590385 23764442 31 31 0
36 40 23590385 23797601 17 17 0
36 41 23590385 23849217 103 103 0
36 42 23590385 23939140 8 8 0
38 39 23734566 23764442 28 28 0
38 40 23734566 23797601 15 15 0
38 41 23734566 23849217 49 49 0
38 43 23734566 24009541 5 5 0
40 41 23797601 23849217 80 80 0
40 42 23797601 23939140 12 12 0
40 43 23797601 24009541 9 9 0
44 45 24058807 24101844 45 45 0
44 46 24058807 24135236 18 18 0
44 47 24058807 24197278 12 12 0
44 48 24058807 24379772 46 46 0
44 49 24058807 24399684 87 87 0
44 50 24058807 24423422 25 25 0
45 46 24101844 24135236 7 7 0
45 47 24101844 24197278 5 5 0
45 48 24101844 24379772 20 20 0
45 49 24101844 24399684 47 47 0
45 50 24101844 24423422 14 14 0
46 48 24135236 24379772 15 15 0
46 49 24135236 24399684 15 15 0
46 50 24135236 24423422 18 18 0
47 48 24197278 24379772 47 47 0
47 49 24197278 24399684 53 53 0
47 50 24197278 24423422 16 16 0
49 50 24399684 24423422 13 13 0
49 54 24399684 24560125 4 4 0
51 52 24483160 24505859 33 33 0
51 53 24483160 24527165 12 12 0
51 54 24483160 24560125 108 108 0
51 55 24483160 24578161 40 40 0
51 56 24483160 24629963 6 6 0
51 57 24483160 24685598 6 6 0
51 58 24483160 24778671 7 7 0
52 54 24505859 24560125 8 8 0
52 55 24505859 24578161 6 6 0
53 54 24527165 24560125 132 132 0
53 55 24527165 24578161 58 58 0
53 56 24527165 24629963 11 11 0
54 55 24560125 24578161 22 22 0
55 56 24578161 24629963 9 9 0
