1 1
CTCF 
chr14 168 251 6
45272077 45273274 L
45314805 45316601 L
45382017 45384442 R
45603193 45604633 L
45671012 45671355 L
45722279 45723393 L
45736238 45738886 L
45895478 45897210 R
45994894 45998752 L
46517109 46518199 R
46718419 46720271 R
46811476 46814366 L
46959320 46960079 R
47048998 47051163 R
47746493 47748343 L
48008160 48008643 L
48385941 48387879 R
48867268 48868473 L
49925727 49932466 R
49962748 49967178 L
50098748 50102488 R
50295708 50297766 L
50318750 50321442 R
50327887 50330345 R
50330945 50332699 R
50344382 50347332 R
50569257 50575300 L
50727380 50728180 L
50786405 50789648 R
50807329 50811194 R
50997856 51000821 L
51008843 51011007 R
51065844 51068194 R
51083774 51087805 R
51180442 51182753 L
51325856 51328570 L
51421215 51422451 R
51622799 51625972 R
51683841 51687087 L
51749475 51751661 R
51836006 51839082 R
52020967 52023160 R
52117454 52120255 L
52443968 52448171 L
52462374 52464391 R
52597572 52598881 L
52738308 52740539 L
52763547 52768796 R
52937419 52941792 L
53289265 53292736 R
53389952 53391443 R
53424549 53430700 L
53520078 53524038 L
53647107 53648402 L
53761592 53763952 R
53770628 53774401 L
53898694 53901070 R
54004525 54007542 R
54396193 54397273 R
54638885 54644468 L
54795061 54796493 L
54813980 54816173 L
54832979 54834509 R
54886691 54887545 L
55029635 55037119 R
55038199 55040035 R
55107795 55112365 L
55156383 55159505 L
55188346 55191158 L
55248549 55250528 R
55271182 55276066 L
55359730 55360827 L
55517460 55519772 R
55555431 55559279 R
55625478 55629101 L
55679040 55681212 R
55710177 55714507 R
55735708 55739316 R
55763178 55765082 L
55818442 55824545 L
55896477 55900819 L
55904092 55906313 R
55912069 55914254 R
56173988 56174636 R
56198023 56199362 R
56805664 56807728 L
56888707 56889854 L
56939911 56942448 L
57126022 57127994 R
57340832 57342372 L
57532006 57535466 L
57649251 57650368 L
57781704 57784968 L
57952280 57954562 R
58000002 58000456 R
58158902 58160820 R
58337498 58338950 L
58538110 58540116 R
58573744 58575939 R
58632011 58634212 L
58967492 58969090 R
59105590 59107645 R
59485644 59489480 L
59494254 59497878 R
59519725 59524312 L
59906708 59912811 L
59972665 59974929 R
60041950 60045696 L
60097125 60100528 R
60155032 60156717 L
60362790 60365140 L
60430839 60432874 R
60530211 60533668 R
60629924 60634069 L
60649278 60653009 L
60653792 60658045 R
60660948 60664860 R
60797302 60799895 R
60813384 60820327 R
61088720 61095622 R
61487926 61493937 L
61654602 61656055 L
61717025 61721557 L
61734346 61738385 R
61752250 61754634 L
61762031 61765205 R
61922412 61925328 R
61926420 61931116 R
61941123 61943810 R
62301774 62307285 L
62360977 62365297 R
62389371 62393672 R
62590627 62595435 L
63640764 63643561 R
63742223 63744763 L
63775192 63776033 L
63854568 63856342 R
64010023 64012507 L
64098336 64102352 R
64107021 64108698 R
64193536 64196389 R
64236252 64238232 L
64603154 64605815 R
64625805 64628190 R
64759551 64762558 L
64769376 64771617 L
64809970 64813089 R
64896002 64899840 R
64977116 64979061 L
65006760 65008373 R
65100917 65104878 L
65135122 65140474 R
65266442 65269540 R
65287378 65296769 R
65354938 65359875 L
